음식명,총내용량,열량(kcal)(1회제공량당),탄수화물(g)(1회제공량당),단백질(g)(1회제공량당),지방(g)(1회제공량당),당류(g)(1회제공량당),나트륨(mg)(1회제공량당),콜레스테롤(mg)(1회제공량당),포화지방산(g)(1회제공량당),트랜스지방(g)(1회제공량당)
64겹 골든페스츄리,98,375,,7,,13,425,,8,
쫄깃한 토종효모빵(미니),90,220,,6,,4,400,,1.3,
오리엔탈 치킨봉,95,320,,8,,9,590,,3.6,
토종효모 통밀가득 로만밀브레드,100,335,,9,,14,400,,2.7,
크림치즈롤파이,17,70,,1,,2,80,,2.7,
모닝바게뜨,95,250,,9,,0,480,,0,
미니크라상,18,80,,1,,2,80,,2.8,
쫄깃한 토종효모빵,125,305,,8,,5,550,,1.8,
옛날 왕슈크림도넛,95,295,,6,,8,270,,3.1,
건포도 토종효모빵,100,240,,6,,10,360,,1.2,
토종효모 참 부드러운 생크림 식빵,100,305,,8,,11,410,,3.5,
호밀호두빵(대),83,255,,7,,5,380,,1.6,
토종효모 건강한 로만밀 클래식,100,285,,9,,9,440,,1.8,
포켓샌드 사과,100,300,,5,,20,260,,6,
토종효모 쫄깃한 토스트,100,255,,8,,6,430,,2,
그린티 본델리슈,100,280,,7,,39,85,,1.6,
쫄깃한 피자빵,110,290,,5,,6,520,,4.8,
뽀드득 그릴 소시지,100,245,,10,,6,550,,5,
치즈파니니,89,235,,6,,4,390,,3,
촉촉함을 담은 쫄깃한 식빵,86,240,,7,,2,320,,2.7,
담백하고 쫄깃한 뜯어먹는 식빵,87,230,,6,,5,360,,3,
돌돌 말린 소시지도넛,85,330,,8,,6,450,,6,
플레인 베이글,75,220,,6,,3,410,,1.2,
데니쉬식빵,105,315,,7,,3,420,,4,
스위트 밀크식빵,135,460,,12,,25,560,,4,
모닝토스트,100,375,,8,,5,400,,9,
야채빵,90,205,,6,,7,375,,2.6,
사각피자빵,135,355,,9,,14,620,,4.8,
찹쌀도넛,95,300,,5,,17,190,,1.2,
모찌모찌 치즈스틱,30,105,,1,,2,120,,1.2,
크림치즈찹쌀도넛,55,200,,3,,8,170,,3.6,
아몬드모닝,130,505,,11,,7,530,,12,
오리지널머핀,75,316,,4,,38,166,,8,
진도해풍맞은쑥빵,80,192,,5,,14,335,,0.9,
토종효모 순수(秀)담백,100,255,,8,,5,430,,1.1,
정통크라상,53,235,,4,,5,220,,9,
블루베리머핀,75,300,,0,,20,150,,1.5,
토종효모 그대로토스트,100,325,,8,,4,480,,7,
강원도 옥수수로 만든 옥수수빵,80,176,,4,,12,550,,0.9,
찹쌀페스츄리도넛,55,280,,3,,7,180,,6,
크림치즈곡물페스츄리,60,240,,5,,6,230,,10,
소시지조리빵,80,260,,9,,6,380,,6,
블루베리베이글,75,210,,5,,4,370,,1.1,
꽈배기도넛,55,245,,4,,8,230,,2.6,
치즈 인 치즈,85,245,,8,,3,520,,2.4,
촉촉한 치즈케익,80,270,,4,,13,80,,4.3,
통곡물브레드,100,280,,9,,9,460,,0,
토종효모 우리쌀 식빵,70,185,,6,,1,320,,1.1,
초코칩트위스트,68,240,,4,,9,240,,8,
미니 통밀 후르츠 브레드,115,320,,8,,28,560,,0,
토종효모 호두 호밀식빵,100,280,,10,,5,430,,1.6,
바게뜨,53,145,,5,,0,280,,0,
미니찹쌀도넛,35,130,,2,,6,105,,0,
블루베리크림치즈페스츄리,65,255,,4,,9,260,,9,
별난고구마찰스틱,50,160,,2,,9,130,,0.9,
크로크무슈,85,205,,10,,2,430,,6,
토종효모 단호박검은깨식빵,100,280,,8,,8,410,,1.9,
토종효모 옥수수 식빵,100,275,,9,,6,480,,2,
초코츄잉스타,54,240,,2,,5,115,,7,
미니초코칩트위스트,15,55,,1,,2,55,,1.7,
햄에그 고로케,110,445,,8,,6,420,,5,
초코소보루빵,65,225,,5,,11,200,,3,
목초란으로 만든 핑거스틱,100,380,,9,,16,360,,7,
추억의 소시지빵,110,360,,9,,9,555,,7,
쏘야고로케,100,345,,7,,7,470,,3.8,
단팥크림 코팡,85,230,,5,,16,180,,4.5,
144겹 파이만주,40,160,,3,,10,160,,4.2,
까망베르 치즈후레쉬번,140,480,,11,,20,530,,10,
치즈소시지페스츄리,105,405,,9,,6,620,,13,
갈릭페스츄리식빵,80,330,,6,,7,390,,11,
부드러운 연유브레드,80,315,,6,,11,290,,9,
딸기에 물든 치즈달,70,205,,5,,9,240,,5,
순수秀우유크림빵,80,190,,5,,8,230,,2.9,
포켓샌드딸기요거티,80,275,,5,,8,260,,9,
포켓샌드 땅콩,80,285,,6,,6,260,,8,
고구마건포도롤,108,380,,9,,16,440,,5,
크림치즈호두빵,90,295,,8,,9,340,,6,
밤롤브레드,90,275,,7,,8,350,,0.6,
진한 초코브레드,69,250,,5,,14,160,,6,
커피번,47,190,,3,,6,150,,7,
쫀득쫀득한 찰깨빵,55,205,,2,,4,360,,2.7,
우리찹쌀 모카 찰떡빵,70,185,,5,,4,320,,1.7,
구름크림빵,60,230,,4,,10,170,,6,
모카빵,73,245,,5,,14,240,,3,
초코소라빵,50,160,,3,,7,130,,2.7,
땅콩크림빵,85,330,,7,,16,220,,6,
모카크림빵,65,250,,4,,11,220,,7,
한입에두번반한 단팥크림빵,80,255,,4,,16,170,,6,
단팥빵,110,275,,8,,18,190,,2.5,
소보루빵,85,330,,7,,16,220,,6,
골든 크림 메론빵,100,320,,5,,16,240,,3.6,
순수(秀) 우유 후레쉬번,160,580,,11,,22,520,,10,
맘모스브레드,110,405,,8,,23,310,,7,
구운부추만두빵,85,220,,7,,7,300,,3,
단팥빵 플러스,125,310,,8,,27,250,,2,
쫄깃한 곡물 호떡,95,320,,8,,11,190,,2.8,
상큼한 크림빵,70,255,,4,,11,170,,8,
화이트 치즈볼,35,125,,2,,5,180,,2.7,
바나나 컵케익,88,285,,6,,18,170,,1.8,
슈크림빵,84,230,,6,,14,180,,3.4,
완두앙금빵,95,245,,6,,18,230,,2.6,
찹쌀앙금빵,85,290,,6,,25,230,,2.3,
코코넛 초코볼,31,110,,1,,6,130,,2.3,
쫄깃한 찰떡맘모스,80,275,,5,,11,200,,4.8,
카스테라구마,105,335,,5,,13,230,,13,
스트로베리 요거트무스,180,460,,7,,34,180,,16,
스트로베리 요거트무스 케이크,100,245,,4,,22,90,,8,
상큼한 청포도 케이크,100,305,,3,,15,100,,8,
키즈스토리 케이크,60,240,,3,,11,90,,8,
바스크 치즈케이크,100,305,,7,,16,210,,8,
리얼캐롯,100,360,,4,,29,150,,7,
러브러브초코,60,250,,3,,13,95,,8,
진한 가나슈 쇼콜라 케이크,100,370,,5,,15,110,,16,
진한 마스카포네 티라미수 미니,190,34,,5,,32,55,,11,
진한 가나슈 쇼콜라,100,365,,5,,16,120,,16,
진한 마스카포네 티라미수,100,170,,3,,17,30,,5,
꽃밭에서 붕붕벌,55,230,,2,,11,90,,8,
리얼캐롯 케이크,100,360,,4,,28,150,,6,
마카롱쇼콜라,70,250,,4,,17,120,,7,
스페셜2호,70,300,,3,,13,160,,9,
에뚜아르쇼콜라,70,270,,3,,13,85,,6,
축하3호,100,420,,5,,26,140,,10,
스트로벨벳치즈케이크,100,305,,11,,60,240,,10,
"치즈가 두번 반한 딸기, 초코 케이크",100,280,,5,,9,140,,9,
카카오초코앤딸기,50,310,,2,,19,60,,8,
까망베르&초코브라우니,110,410,,7,,16,220,,16,
벨기에 밀크쇼콜라,70,270,,4,,17,115,,8,
딸기&치즈케이크,110,290,,5,,16,170,,12,
벨기에밀크쇼콜라 7호,70,260,,5,,16,130,,7,
벨기에 화이트초코6호,65,260,,3,,17,110,,8,
스트로베리 퀸 (Queen),1655,290,,4,,20,80,,12,
호두아몬드커플,70,300,,4,,16,85,,7,
스트로베리 서프라이즈,100,255,,3,,14,105,,5,
호두아몬드파티,65,270,,4,,13,95,,8,
순수秀우유케이크,100,300,,4,,11,65,,14,
BT21 세븐컬러스케이크 (7colors),100,325,,5,,23,110,,10,
내가찾던 카페모카 커플,60,240,,3,,17,90,,8,
가나슈 조각케이크,100,355,,4,,16,75,,6,
내가찾던 카페모카 가족,60,240,,3,,17,90,,8,
치즈가 반한 티라미수,100,280,,5,,16,160,,9,
오후의 마카롱모카,70,260,,3,,16,130,,8,
초코반딸기반케이크,100,350,,4,,17,70,,13,
마카롱모카파티,70,260,,3,,15,130,,8,
마이넘버원2,100,343,,4,,30,70,,11,
블루베리요거트 듬뿍,100,308,,4,,17,115,,11,
티라미수 오리지날레,100,350,,6,,20,120,,13,
블루밍러브케이크,70,200,,3,,7,75,,4,
가나슈생크림 조각케이크,100,330,,4,,20,80,,14,
초코앤화이트마블쉬폰,100,320,,4,,23,150,,12,
치즈 조각케이크,90,265,,5,,17,165,,9,
촉촉하고부드러운초코쉬폰,100,310,,4,,21,160,,9,
딸기요거트케이크,100,270,,3,,16,130,,10,
라인프렌즈 브라운,65,260,,3,,12,85,,8,
블루베리요거트 조각케이크,90,270,,6,,18,120,,8,
쿠키앤크림케이크,70,225,,3,,10,70,,7,
무지개와 노래하는 뽀로로,70,280,,3,,17,75,,8,
라인프렌즈 코니,65,260,,2,,12,80,,8,
베리베리 생크림 조각케이크,100,280,,4,,22,75,,10,
블루베리쉬폰,70,215,,2,,14,80,,9,
꼬마버스 타요,70,280,,3,,18,75,,7,
체크무늬 조각케이크,105,335,,6,,18,155,,15,
행복해 촉촉한 딸기 케이크,200,305,,3,,18,80,,11,
행복해 티라미수케이크,100,307,,5,,13,100,,6,
딸기마카롱 케이크,70,280,,3,,16,80,,8,
까망베르 초코브라우니케이크(까초),100,360,,6,,14,230,,14,
노래하는 뽀로로와 친구들,70,300,,4,,17,90,,6,
미니치즈케이크,100,293,,6,,20,170,,11,
치즈케이크,70,250,,5,,14,110,,2,
밤&자색고구마케이크,100,235,,4,,13,90,,3.9,
부드러운호박고구마 조각케이크,110,280,,4,,15,50,,10,
고구마케이크,100,225,,2,,14,65,,6,
부드러운호박고구마 케이크,70,215,,2,,9,42,,7,
사파리 친구들,100,420,,5,,27,150,,9,
부드러운 녹차고구마,70,210,,3,,9,75,,5,
콩순이공룡송케이크,100,420,,5,,23,140,,9,
이집트에 간 트래블러 뽀로로,100,415,,5,,26,130,,11,
타이니소어GO공룡메카드,100,400,,5,,30,140,,7,
바나나 속 깜짝 초코,100,395,,4,,36,140,,7,
시크릿쥬쥬 별의여신 케이크,100,370,,4,,30,150,,5,
프랑스에 간 트래블러 뽀로로,100,405,,5,,29,140,,6,
리얼 후레쉬 베리 케이크 (L),100,255,,3,,15,75,,4.5,
놀이동산 타요와 행복한 시간,100,410,,5,,28,140,,6,
브라운과 코니의 하트시그널,100,420,,4,,30,140,,6,
리얼 후레쉬 클래식 케이크 (L),100,275,,3,,14,80,,5,
리얼 쁘띠 블루베리 쉬폰,100,205,,3,,16,120,,11,
시간의정성 진(眞)카스테라,100,270,,6,,44,55,,1.2,
3mm 황금비율로 바삭하고 고소한 전병세트,100,270,,7,,26,250,,1.1,
씨쉘초콜릿(미니),50,273,,3,,27,15,,7,
포도 카스텔라,100,320,,6,,23,150,,4.8,
씨쉘초콜릿(소),50,273,,3,,27,15,,7,
화과자명가(대),100,340,,9,,33,140,,1.4,
씨쉘초콜릿(중),50,273,,3,,27,15,,7,
초코파운드케익,100,390,,5,,17,170,,11,
씨쉘초콜릿(대),50,273,,3,,27,15,,7,
피크닉롤,100,320,,5,,23,155,,6,
바삭한 우리 찹쌀 모나카,31,95,,2,,15,10,,0,
명가명품 우리 벌꿀 카스텔라,100,290,,6,,38,80,,1.6,
봉봉 오 쇼콜라(중),27,150,,2,,11,15,,6,
봉봉 오 쇼콜라(대),27,150,,2,,11,15,,6,
제주 녹차 롤케익,100,310,,6,,27,130,,2,
명가명품 제주 녹차 카스텔라,100,290,,7,,38,90,,1.6,
명가명품 제주 천혜향 카스테라,100,275,,6,,36,80,,1.5,
플레인스콘,75,275,,5,,6,150,,8,
실키롤케익,100,340,,6,,24,160,,5,
월병명가,70,255,,6,,20,45,,2.7,
콰트로 치즈 스콘,75,270,,7,,6,280,,8,
프렌치구움과자,180,750,,0,,0,,,0,
호두파운드케익,100,395,,6,,20,230,,7,
앙버터 스콘,120,470,,6,,12,545,,18,
정통 파운드케익,100,390,,5,,23,190,,8,
미니 흑당 카스테라,150,420,,10,,58,125,,2.5,
무지개 카스테라,100,320,,6,,24,135,,2.5,
호두파이,64,275,,5,,16,100,,4.5,
흑당 라떼 카스테라,75,250,,5,,19,130,,2.8,
벨지엄 쿠키세트,55,289,,3,,23,79,,9,
산딸기 듬뿍 롤케익,100,315,,6,,28,130,,4,
마블 케이크,100,395,,5,,24,230,,11,
카페모카롤케익,100,355,,6,,23,130,,6,
카페모카 케이크,60,210,,4,,13,120,,2.5,
엔젤 케이크,60,200,,4,,14,120,,3,
미스 베어,30,120,,1,,8,70,,3.7,
미니바움쿠헨,25,90,,1,,6,15,,1.7,
쉬림프 토마토 포카챠,175,340,,15,,5,490,,5,
끼니반란(卵) 반숙란,94,120,,12,,0,380,,2.8,
3가지 맛 굿모닝샌드위치,245,500,,11,,18,790,,6,
치킨 로제 파스타,230,510,,15,,6,890,,12,
통오트밀빵으로 만든 에그포테이토샌드위치,170,400,,13,,7,830,,4.3,
단백질 듬뿍 로스트 치킨 샐러드 Mini,100,110,,5,,4,270,,1.2,
치즈 불고기 도리아,200,365,,11,,5,540,,6,
햄치즈 잉글리쉬 머핀,155,350,,16,,3,800,,5,
바싹 불고기포카챠,165,370,,17,,4,600,,6,
모짜렐라 토마토 파스타,275,310,,12,,90,1160,,6.2,
토마토를 올린 햄치즈크라상,135,400,,10,,5,780,,12,
양송이 스프,180,245,,3,,3,355,,14,
호밀 샌드위치,205,405,,14,,7,930,,4.8,
트러플오일 크로크무슈,110,235,,9,,2,530,,4.5,
미네스트로네 스프,180,100,,5,,3,450,,0.7,
콘 스프,180,100,,2,,4,220,,3,
크랜베리 치킨호밀샌드위치,200,435,,14,,10,750,,2.4,
스모크드브랏(2개입),140,210,,10,,1,470,,6,
에그샐러드샌드위치,200,430,,14,,9,910,,4.8,
디럭스 샌드위치,250,500,,17,,12,1210,,5,
또띠아 치킨텐더 샌드위치,225,480,,16,,9,870,,3.9,
햄&코올슬로 샌드위치,220,470,,15,,10,1040,,8,
런치 플러스 샌드위치,255,530,,13,,13,890,,13,
오리지널 시저 샐러드,240,385,,16,,3,860,,5,
소시지 또띠아,160,430,,16,,6,920,,12,
오리지널 시저 샐러드 Mini,125,225,,2,,11,520,,3.2,
에그쉬림프,210,425,,18,,9,850,,5,
통밀 디럭스샌드위치,250,500,,17,,12,1210,,5,
케이준치킨샐러드,230,365,,15,,10,580,,2.1,
과일컵샐러드,175,60,,1,,11,65,,0,
쉬림프콥샐러드,180,260,,10,,2,380,,3.2,
부드러운 마요 에그 샐러드,65,45,,4,,0,160,,0.8,
담백한 옥수수 감자 샐러드,60,135,,1,,3,140,,1,
와사비크랩볼,205,470,,14,,14,950,,6,
베리&리코타치즈샐러드(M),175,210,,7,,16,280,,3.1,
미니버거,280,570,,18,,17,1050,,8,
코코넛 쉬림프 샐러드,175,305,,7,,9,470,,2.9,
클래식 시저 샐러드,195,350,,14,,2,740,,5,
BLT 샌드위치,210,375,,14,,2,680,,3.4,
쫄깃한 토종효모빵 햄치즈샌드위치,100,190,,8,,2,430,,2.2,
매콤 닭강정 샌드위치,145,370,,10,,12,890,,4.2,
B.E.L.T 샌드위치,210,385,,11,,11,970,,4,
시저치킨 샐러드랩,270,575,,17,,2,1140,,7,
케이준치킨 샐러드랩,230,490,,13,,11,790,,3.7,
통살 치킨버거,205,455,,19,,10,860,,5,
햄치즈 바게뜨,115,260,,8,,3,680,,2.4,
불고기 바게뜨,115,215,,6,,3,530,,0,
치킨클럽 3단 샌드위치,150,310,,12,,7,640,,2.2,
미니버거 믹스박스,280,4350,,12,,25,760,,4.7,
클래식 핫도그,120,275,,8,,12,700,,4.3,
멜팅치즈 핫도그,130,310,,11,,11,800,,6,
고메 마카롱 (토마토바질),31,110,,2,,12,12,,2.2,
그랑데 리얼가나슈,70,205,,3,,8,40,,9,
컵스크림 딸기,100,180,,3,,19,55,,6,
밀크킹,60,130,,5,,4,410,,2.8,
건강한 목초란으로 구운 에그타르트,50,135,,2,,6,110,,4,
고메 마카롱 (꿀자몽),31,110,,2,,12,10,,2.4,
뽀로로 얼큰쿠키,93,360,,4,,34,270,,10,
컵스크림 블루베리,100,190,,3,,15,60,,6,
프루티캔디(중),10,40,,0,,7,,,0,
고메 마카롱 (망고패션코코),31,120,,2,,13,10,,2.6,
콰트로 치즈 범벅 타르트,45,150,,2,,8,85,,4.4,
컵스크림 쿠키&크림,100,215,,4,,20,100,,7,
초코가 달콤한 시간,60,210,,3,,11,85,,4.5,
후레쉬슈,23,85,,1,,2,20,,3,
민트머랭,13,25,,1,,5,15,,0,
순수(秀)벌꿀카스테라,155,475,,15,,29,170,,8,
리얼가나슈,33,120,,1,,2,25,,5,
크림치즈&인절미 타르트,47,185,,3,,10,100,,6,
도라야끼,55,155,,3,,23,60,,0.5,
팥빙슈,73,210,,3,,12,200,,5.3,
치즈 디저트 아이스크림,125,320,,7,,18,170,,14,
티라미수 타르트,48,195,,3,,8,35,,8,
후르티아오젤리 포도,110,85,,0,,20,20,,0,
블루베리 마카롱 아이스크림,90,265,,6,,30,60,,4.2,
로투스 트윈팩,25,120,,1,,10,93,,2.2,
쿠키앤크림 마카롱 아이스크림,90,280,,6,,30,75,,5,
후르티아오젤리 석류&알로에,110,85,,0,,15,5,,1.7,
딸기요거트콘아이스크림,165,235,,4,,25,65,,3.5,
호두듬뿍타르트,45,190,,3,,11,85,,4,
후르티아오젤리 망고,110,75,,0,,19,,,0,
딸기 마카롱,17,60,,1,,7,5,,0.8,
후르티아오젤리 오렌지,110,60,,0,,14,,,0,
초코 마카롱,17,70,,1,,6,10,,1.1,
바닐라맛아이스크림콘,150,303,,6,,32,62,,9,
모찌 아이스크림,96,270,,5,,23,50,,1.9,
바닐라 마카롱,17,70,,2,,6,4,,1.3,
보스턴 브라우니 타르트,55,230,,3,,12,50,,3.5,
팥모나카아이스크림,30,125,,2,,8,40,,3.4,
블루베리 마카롱,17,60,,1,,7,5,,0.8,
녹차모나카아이스크림,30,100,,2,,6,15,,2.7,
유자 마카롱,17,60,,1,,7,8,,1,
그랑데마카롱 산딸기,36,140,,2,,17,10,,2.2,
조각호두파이,65,275,,5,,16,100,,4.5,
리얼 청포도 소르베바,80,80,,0,,20,2,,0,
그랑데마카롱 바닐라카라멜,36,160,,2,,15,15,,4,
잉글리쉬 토피 쿠키,30,130,,2,,8,90,,2.5,
리얼 블루베리요거트바,80,140,,3,,18,50,,3.1,
그랑데마카롱 패션후르츠,36,140,,2,,16,10,,2.2,
프루요 피치,15,38,,0,,0,,,0,
쿠키앤크림 마카롱,16,60,,1,,6,15,,1.4,
소피아토 웨이퍼 롤스 113g,24,126,,1,,9,22,,1,
소피아토 웨이퍼 롤스 38g,38,200,,35,,12,35,,2,
리얼망고소르베바,80,70,,0,,14,5,,0,
리얼 수박바,80,100,,1,,18,10,,0.8,
리얼 유자요거트바,80,125,,1,,22,20,,1.5,
다크초콜릿 마카다미아 쿠키,30,140,,2,,9,140,,2.5,
리얼 키위요거트바,80,125,,1,,18,20,,2.3,
리얼민트초코바,90,285,,4,,22,50,,11,
크랜베리 월넛 쿠키,30,130,,2,,10,110,,1,
팥 아이스캔디,65,105,,1,,16,23,,0.7,
핑크퐁 아기상어 쿠키,13,60,,1,,2,35,,1.8,
핑크퐁 젤리스틱,18.8,20,,0,,4,24,,0,
핑크퐁 엄마상어 쿠키,13,60,,1,,2,35,,1.8,
몽키바나나 아이스캔디,65,90,,1,,16,25,,1,
딸기 아이스캔디,65,98,,1,,16,28,,1.7,
딸기머랭,11,15,,1,,3,10,,0,
코코넛머랭,12,25,,1,,5,25,,0,
레몬머랭,12,20,,1,,4,10,,0,
초코 아이스캔디,65,145,,3,,12,48,,6,
초코청크 쿠키,26,130,,1,,8,95,,3,
롱스틱파이,66,245,,2,,15,140,,6,
로투스 안나쿠키 (카푸치노),100,478,,5.3,,32.7,440,,9.5,
메론 아이스캔디,65,115,,2,,16,42,,2.8,
로투스 안나쿠키(오렌지),100,473,,5.3,,33,460,,9.1,
파인깔라만시 아이스캔디,65,80,,0,,19,,,0,
생감자로만든 스틱 포테이토 (클래식),30,165,,1,,1,140,,4.6,
생감자로만든 스틱 포테이토 (불고기버거맛),30,175,,2,,1,115,,37,
크롱 얼큰쿠키,93,410,,5,,26,250,,10,
자두 스파클링 에이드,355,150,,0,,40,,,0,
꽃빙수(딸기라떼),410,375,,4,,67,105,,5,
OEAU생수,450,0,,0,,0,,,0,
ICE AGE(아이스 에이지) 500ml,500,0,,0,,0,,,0,
스트로베리스무디,400,285,,2,,66,45,,0,
아메리카노,250,10,,1,,0,,,0,
핫초코,255,246,,11,,15,131,,9,
카페라떼,270,147,,7,,10,115,,5,
따레몬 (따뜻하게 즐기는 레몬유자티),310,190,,0,,47,10,,0,
아침&딸기 우유 200㎖,200,135,,5,,20,95,,2.5,
카푸치노,160,95,,5,,7,75,,3.3,
따자몽 (따뜻하게 즐기는 핫주스 자몽),280,193,,1,,44,32,,0.3,
카페모카,232,206,,7,,28,105,,4.3,
꽃빙수(딸기망고),410,360,,2,,67,35,,2,
따유자 (따뜻하게 즐기는 유자티),290,206,,1,,45,40,,0,
키위스무디,400,280,,2,,62,35,,0,
카라멜 마끼아또,246,229,,8,,14,140,,5,
딸기빙수,500,451,,6,,71,108,,4,
아침&후레쉬 저지방우유 200㎖,200,85,,6,,10,110,,1.4,
망고 소르베 빙수,420,341,,2,,72,62,,0,
아이스 아메리카노,330,17,,2,,0,5,,0,
우유 팥빙수,520,6764,,15,,87,210,,3.6,
녹차 라떼,220,197,,6,,26,105,,5,
아이스 라떼,340,108,,6,,7,85,,3.8,
녹차,250,0,,0,,0,,,0,
팥빙수,495,639,,15,,42,190,,3.3,
아침&후레쉬 저지방우유 900㎖,200,85,,6,,10,110,,1.4,
아이스 카페모카,340,170,,6,,18,85,,3.8,
얼그레이,250,0,,0,,0,,,0,
SoyU(쏘유) 플레인,190,115,,6,,7,150,,2.3,
아이스 카라멜 마끼아또,355,206,,7,,12,130,,4,
청포도 요거트 빙수,512,433,,4,,87,127,,2.8,
딸기라떼,340,222,,4,,29,49,,0,
자몽 에이드,330,117,,1,,17,15,,0,
에스프레소,30,10,,1,,0,,,0,
데일리주스 오렌지,200,100,,1,,22,40,,0,
우유 망고빙수,480,430,,6,,87,85,,4,
데일리주스 포도,200,120,,1,,29,15,,0,
우유 과일빙수,450,400,,6,,79,85,,3.7,
주스 딸바 (ICED),335,195,,5,,37,110,,1,
데일리주스 자몽,200,90,,1,,19,20,,0,
복숭아 아이스티,320,82,,0,,20,5,,0,
과일빙수,395,304,,2,,58,16,,1.4,
나츄나츄허니과즙(복숭아&망고),200,130,,0,,32,10,,0,
나츄나츄허니과즙(파인애플&오렌지),200,125,,1,,26,20,,0,
보툰블록 마이멜로디(사과),200,110,,0,,25,,,0,
보툰블록 구데타마(트로피칼),200,110,,1,,25,,,0,
CLA우유(밀크플러스)200ml,200,120,,6,,9,110,,4.5,
요거트플러스 플레인,200,172,,4,,16,100,,2,
요거트플러스 딸기,200,181,,4,,18,110,,2.4,
설목장 유기농 우유(200ml),200,120,,6,,8,16,,4.6,
雪목장 유기농 요거트(450ml),150,118,,5,,10,85,,2.1,
카페아다지오 딥카라멜마끼아또,250,185,,5,,21,95,,5.5,
카페아다지오 에스프레소라떼,250,140,,4,,18,112,,3,
제주 녹차라떼,250,165,,4,,24,80,,2.7,
꿀담은 거제유자,200,135,,0,,30,7,,0,
Cheeky 복숭아티,350,140,,0,,14,15,,0,
향기로운 오후의 카모마일,360,0,,0,,0,,,0,
편안한 오후의 루이보스,360,0,,0,,0,,,0,
오스파클링 라임,310,0,,0,,0,,,0,
보틀그린(석류&엘더플라워),275,83,,0,,19,,,0,
시칠리아스파클링 (석류),275,128,,0,,28,,,0,
시칠리아스파클링 (오리엔탈),275,132,,0,,33,,,0,
공룡메카드 오렌지 (PET),220,74,,0,,17,11,,0,
공룡메카드 사과 (치어팩),100,32,,0,,8,10,,0,
보툰브라운(망고&파인),200,100,,0,,21,,,0,
보툰코니(복숭아),200,100,,0,,22,,,0,
공룡메카드 오렌지 (치어팩),10,32,,0,,7,10,,0,
스파클링 피치,150,91.8,,0,,22.95,0.75,,0,
롤리팝캔디(파핑블루핑크),60,232,,0,,45,1,,0,
에디가 구워준 뽀롱뽀롱 초코 마들렌,25,105,,2,,6,40,,0.9,
앙팡 마들렌,60,240,,3,,17,65,,7,
핑크퐁 아기상어 요거트케익,60,238,,3,,16,250,,2.3,
루피가 구워준 뽀롱뽀롱 마들렌 치즈,23,80,,1,,7,20,,2.5,
뽀로로가 좋아하는 딸기 키즈케익,80,321,,5,,22,95,,6,
핑크퐁 롤리초코,20,116,,1,,9,13,,4.9,
우유가 좋은 뽀로로케익,85,330,,5,,21,120,,7,
바나나가 좋은 에디케익,85,295,,5,,18,105,,5,
콤비네이션 피자(L),150,425.55,,25.64,,5.85,858.56,,6.62,
페파로니 피자(L),181.5,444.2,,24.12,,6.7,1043.77,,7.3,
포테이토 피자(L),170.8,498.88,,25.42,,7.43,1073.56,,8.16,
고구마 피자(L),193.8,506.5,,24.41,,5.89,866.61,,7.29,
불고기 피자(L),204.5,515.81,,14.99,,10.84,1139.99,,5.97,
스테이크 불갈비 피자(L),177.5,441.02,,19.06,,6.43,1138.11,,4.9,
치킨 텐더 피자(L),182.5,462.93,,27.61,,7.79,1037.07,,8.71,
하와이안 쉬림프 피자(L),198.3,461.59,,35.29,,3.51,1404.9,,3.49,
맵신피자(L),208.5,462.22,,25.62,,13.76,1164.79,,5.9,
몬스터 콤비네이션 피자(L),206,487.9,,28.42,,10.82,940.34,,8.72,
몬스터 이탈리안 피자(L),224,556.12,,33.17,,7.71,1135.81,,14.83,
몬스터 포테이토 피자(L),175.8,496.27,,31.25,,5.33,875.67,,10.6,
몬스터 고구마 피자(L),257.5,624.64,,29.36,,5.1,1040.74,,11.64,
몬스터 불고기 피자(L),248.8,582.08,,27.54,,7.54,1007.44,,9.5,
몬스터 하와이안 쉬림프 피자(L),216,523.71,,29.48,,6.5,1110.78,,9.85,
깐풍 피자(L),274.3,592.38,,31.59,,11.57,1176.34,,10.31,
쉬림프 깐풍 피자(L),248,601.16,,31.7,,13.66,1019.82,,7.04,
골드 이탈리안 치즈 피자(L),250,577.02,,36.46,,11.4,1057.8,,6.58,
골드 콤비네이션 피자(L),206.3,577.59,,33.12,,9.44,1187.72,,13.09,
골드 페파로니 피자(L),237.8,596.24,,31.61,,10.28,1372.94,,13.77,
골드 포테이토 피자(L),227,650.92,,32.91,,11.01,1402.72,,14.64,
골드 고구마 피자(L),250,658.54,,31.9,,9.48,1195.77,,13.76,
골드 불고기 피자(L),260.8,667.85,,22.47,,14.42,1469.15,,12.45,
골드 스테이크 불갈비 피자(L),233.8,593.05,,26.55,,10.01,1467.28,,11.37,
골드 치킨텐더 피자(L),238.8,614.96,,35.1,,11.38,1366.24,,15.18,
